"TIME","GEO","UNIT","AGE","Value","Flag and Footnotes"
"2006","Poland","Number","65 years or over","888",""
"2006","Portugal","Number","Less than 15 years","20",""
"2006","Portugal","Number","From 15 to 17 years","9",""
"2006","Portugal","Number","From 18 to 24 years","122",""
"2006","Portugal","Number","From 25 to 49 years","398",""
"2006","Portugal","Number","From 50 to 64 years","174",""
"2006","Portugal","Number","65 years or over","212",""
"2006","Romania","Number","Less than 15 years","145",""
"2006","Romania","Number","From 15 to 17 years","55",""
"2006","Romania","Number","From 18 to 24 years","293",""
"2006","Romania","Number","From 25 to 49 years","1,035",""
"2006","Romania","Number","From 50 to 64 years","555",""
"2006","Romania","Number","65 years or over","504",""
"2006","Slovenia","Number","Less than 15 years","9",""
"2006","Slovenia","Number","From 15 to 17 years","10",""
"2006","Slovenia","Number","From 18 to 24 years","54",""
"2006","Slovenia","Number","From 25 to 49 years","114",""
"2006","Slovenia","Number","From 50 to 64 years","42",""
"2006","Slovenia","Number","65 years or over","33",""
"2006","Slovakia","Number","Less than 15 years","13",""
"2006","Slovakia","Number","From 15 to 17 years","8",""
"2006","Slovakia","Number","From 18 to 24 years","100",""
"2006","Slovakia","Number","From 25 to 49 years","263",""
"2006","Slovakia","Number","From 50 to 64 years","131",""
"2006","Slovakia","Number","65 years or over","95",""
"2006","Finland","Number","Less than 15 years","5",""
"2006","Finland","Number","From 15 to 17 years","21",""
"2006","Finland","Number","From 18 to 24 years","67",""
"2006","Finland","Number","From 25 to 49 years","104",""
"2006","Finland","Number","From 50 to 64 years","68",""
"2006","Finland","Number","65 years or over","71",""
"2006","Sweden","Number","Less than 15 years","16",""
"2006","Sweden","Number","From 15 to 17 years","24",""
"2006","Sweden","Number","From 18 to 24 years","75",""
"2006","Sweden","Number","From 25 to 49 years","142",""
"2006","Sweden","Number","From 50 to 64 years","93",""
"2006","Sweden","Number","65 years or over","95",""
"2006","United Kingdom","Number","Less than 15 years","147",""
"2006","United Kingdom","Number","From 15 to 17 years","207",""
"2006","United Kingdom","Number","From 18 to 24 years","706",""
"2006","United Kingdom","Number","From 25 to 49 years","1,234",""
"2006","United Kingdom","Number","From 50 to 64 years","423",""
"2006","United Kingdom","Number","65 years or over","572",""
"2006","Iceland","Number","Less than 15 years","1",""
"2006","Iceland","Number","From 15 to 17 years","3",""
"2006","Iceland","Number","From 18 to 24 years","7",""
"2006","Iceland","Number","From 25 to 49 years","11",""
"2006","Iceland","Number","From 50 to 64 years","5",""
"2006","Iceland","Number","65 years or over","4",""
"2006","Liechtenstein","Number","Less than 15 years",":",""
"2006","Liechtenstein","Number","From 15 to 17 years",":",""
"2006","Liechtenstein","Number","From 18 to 24 years",":",""
"2006","Liechtenstein","Number","From 25 to 49 years",":",""
"2006","Liechtenstein","Number","From 50 to 64 years",":",""
"2006","Liechtenstein","Number","65 years or over",":",""
"2006","Norway","Number","Less than 15 years","9",""
"2006","Norway","Number","From 15 to 17 years","14",""
"2006","Norway","Number","From 18 to 24 years","39",""
"2006","Norway","Number","From 25 to 49 years","76",""
"2006","Norway","Number","From 50 to 64 years","39",""
"2006","Norway","Number","65 years or over","65",""
"2006","Switzerland","Number","Less than 15 years","16",""
"2006","Switzerland","Number","From 15 to 17 years","18",""
"2006","Switzerland","Number","From 18 to 24 years","62",""
"2006","Switzerland","Number","From 25 to 49 years","117",""
"2006","Switzerland","Number","From 50 to 64 years","56",""
"2006","Switzerland","Number","65 years or over","101",""
"2007","Belgium","Number","Less than 15 years","30",""
"2007","Belgium","Number","From 15 to 17 years","27",""
"2007","Belgium","Number","From 18 to 24 years","215",""
"2007","Belgium","Number","From 25 to 49 years","464",""
"2007","Belgium","Number","From 50 to 64 years","159",""
"2007","Belgium","Number","65 years or over","170",""
"2007","Bulgaria","Number","Less than 15 years",":",""
"2007","Bulgaria","Number","From 15 to 17 years",":",""
"2007","Bulgaria","Number","From 18 to 24 years",":",""
"2007","Bulgaria","Number","From 25 to 49 years",":",""
"2007","Bulgaria","Number","From 50 to 64 years",":",""
"2007","Bulgaria","Number","65 years or over",":",""
"2007","Czechia","Number","Less than 15 years","25",""
"2007","Czechia","Number","From 15 to 17 years","29",""
"2007","Czechia","Number","From 18 to 24 years","190",""
"2007","Czechia","Number","From 25 to 49 years","523",""
"2007","Czechia","Number","From 50 to 64 years","230",""
"2007","Czechia","Number","65 years or over","201",""
"2007","Denmark","Number","Less than 15 years","20",""
"2007","Denmark","Number","From 15 to 17 years","18",""
"2007","Denmark","Number","From 18 to 24 years","58",""
"2007","Denmark","Number","From 25 to 49 years","145",""
"2007","Denmark","Number","From 50 to 64 years","69",""
"2007","Denmark","Number","65 years or over","95",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","111",""
"2007","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","176",""
"2007","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","971",""
"2007","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,799",""
"2007","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","736",""
"2007","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,153",""
"2007","Estonia","Number","Less than 15 years","6",""
"2007","Estonia","Number","From 15 to 17 years","8",""
"2007","Estonia","Number","From 18 to 24 years","41",""
"2007","Estonia","Number","From 25 to 49 years","70",""
"2007","Estonia","Number","From 50 to 64 years","27",""
"2007","Estonia","Number","65 years or over","41",""
"2007","Ireland","Number","Less than 15 years","15",""
"2007","Ireland","Number","From 15 to 17 years","14",""
"2007","Ireland","Number","From 18 to 24 years","76",""
"2007","Ireland","Number","From 25 to 49 years","123",""
"2007","Ireland","Number","From 50 to 64 years","45",""
"2007","Ireland","Number","65 years or over","58",""
"2007","Greece","Number","Less than 15 years","42",""
"2007","Greece","Number","From 15 to 17 years","43",""
"2007","Greece","Number","From 18 to 24 years","280",""
"2007","Greece","Number","From 25 to 49 years","685",""
"2007","Greece","Number","From 50 to 64 years","207",""
"2007","Greece","Number","65 years or over","330",""
"2007","Spain","Number","Less than 15 years","95",""
"2007","Spain","Number","From 15 to 17 years","132",""
"2007","Spain","Number","From 18 to 24 years","548",""
"2007","Spain","Number","From 25 to 49 years","1,808",""
"2007","Spain","Number","From 50 to 64 years","559",""
"2007","Spain","Number","65 years or over","599",""
"2007","France","Number","Less than 15 years","150",""
"2007","France","Number","From 15 to 17 years","166",""
"2007","France","Number","From 18 to 24 years","984",""
"2007","France","Number","From 25 to 49 years","1,789",""
"2007","France","Number","From 50 to 64 years","627",""
"2007","France","Number","65 years or over","896",""
"2007","Croatia","Number","Less than 15 years","26",""
"2007","Croatia","Number","From 15 to 17 years","17",""
"2007","Croatia","Number","From 18 to 24 years","135",""
"2007","Croatia","Number","From 25 to 49 years","247",""
"2007","Croatia","Number","From 50 to 64 years","83",""
"2007","Croatia","Number","65 years or over","110",""
"2007","Italy","Number","Less than 15 years","95",""
"2007","Italy","Number","From 15 to 17 years","190",""
"2007","Italy","Number","From 18 to 24 years","723",""
"2007","Italy","Number","From 25 to 49 years","2,187",""
"2007","Italy","Number","From 50 to 64 years","681",""
"2007","Italy","Number","65 years or over","1,105",""
"2007","Cyprus","Number","Less than 15 years","4",""
"2007","Cyprus","Number","From 15 to 17 years","6",""
"2007","Cyprus","Number","From 18 to 24 years","24",""
"2007","Cyprus","Number","From 25 to 49 years","27",""
"2007","Cyprus","Number","From 50 to 64 years","12",""
"2007","Cyprus","Number","65 years or over","16",""
"2007","Latvia","Number","Less than 15 years","11",""
"2007","Latvia","Number","From 15 to 17 years","15",""
"2007","Latvia","Number","From 18 to 24 years","44",""
"2007","Latvia","Number","From 25 to 49 years","169",""
"2007","Latvia","Number","From 50 to 64 years","90",""
"2007","Latvia","Number","65 years or over","73",""
"2007","Lithuania","Number","Less than 15 years",":",""
"2007","Lithuania","Number","From 15 to 17 years",":",""
"2007","Lithuania","Number","From 18 to 24 years",":",""
"2007","Lithuania","Number","From 25 to 49 years",":",""
"2007","Lithuania","Number","From 50 to 64 years",":",""
"2007","Lithuania","Number","65 years or over",":",""
"2007","Luxembourg","Number","Less than 15 years","2",""
"2007","Luxembourg","Number","From 15 to 17 years","2",""
"2007","Luxembourg","Number","From 18 to 24 years","8",""
"2007","Luxembourg","Number","From 25 to 49 years","22",""
"2007","Luxembourg","Number","From 50 to 64 years","4",""
"2007","Luxembourg","Number","65 years or over","7",""
"2007","Hungary","Number","Less than 15 years","37",""
"2007","Hungary","Number","From 15 to 17 years","30",""
"2007","Hungary","Number","From 18 to 24 years","139",""
"2007","Hungary","Number","From 25 to 49 years","541",""
"2007","Hungary","Number","From 50 to 64 years","264",""
"2007","Hungary","Number","65 years or over","209",""
"2007","Malta","Number","Less than 15 years","0",""
"2007","Malta","Number","From 15 to 17 years","0",""
"2007","Malta","Number","From 18 to 24 years","4",""
"2007","Malta","Number","From 25 to 49 years","5",""
"2007","Malta","Number","From 50 to 64 years","0",""
"2007","Malta","Number","65 years or over","3",""
"2007","Netherlands","Number","Less than 15 years","36",""
"2007","Netherlands","Number","From 15 to 17 years","32",""
"2007","Netherlands","Number","From 18 to 24 years","134",""
"2007","Netherlands","Number","From 25 to 49 years","223",""
"2007","Netherlands","Number","From 50 to 64 years","103",""
"2007","Netherlands","Number","65 years or over","181",""
"2007","Austria","Number","Less than 15 years","13",""
"2007","Austria","Number","From 15 to 17 years","32",""
"2007","Austria","Number","From 18 to 24 years","135",""
"2007","Austria","Number","From 25 to 49 years","254",""
"2007","Austria","Number","From 50 to 64 years","112",""
"2007","Austria","Number","65 years or over","145",""
"2007","Poland","Number","Less than 15 years","156",""
"2007","Poland","Number","From 15 to 17 years","181",""
"2007","Poland","Number","From 18 to 24 years","953",""
"2007","Poland","Number","From 25 to 49 years","2,112",""
"2007","Poland","Number","From 50 to 64 years","1,140",""
"2007","Poland","Number","65 years or over","945",""
"2007","Portugal","Number","Less than 15 years","25",""
"2007","Portugal","Number","From 15 to 17 years","10",""
"2007","Portugal","Number","From 18 to 24 years","147",""
"2007","Portugal","Number","From 25 to 49 years","382",""
"2007","Portugal","Number","From 50 to 64 years","167",""
"2007","Portugal","Number","65 years or over","222",""
"2007","Romania","Number","Less than 15 years","117",""
"2007","Romania","Number","From 15 to 17 years","52",""
"2007","Romania","Number","From 18 to 24 years","402",""
"2007","Romania","Number","From 25 to 49 years","1,040",""
"2007","Romania","Number","From 50 to 64 years","569",""
"2007","Romania","Number","65 years or over","617",""
"2007","Slovenia","Number","Less than 15 years","6",""
"2007","Slovenia","Number","From 15 to 17 years","6",""
"2007","Slovenia","Number","From 18 to 24 years","64",""
"2007","Slovenia","Number","From 25 to 49 years","126",""
"2007","Slovenia","Number","From 50 to 64 years","40",""
"2007","Slovenia","Number","65 years or over","51",""
"2007","Slovakia","Number","Less than 15 years","28",""
"2007","Slovakia","Number","From 15 to 17 years","6",""
"2007","Slovakia","Number","From 18 to 24 years","87",""
"2007","Slovakia","Number","From 25 to 49 years","274",""
"2007","Slovakia","Number","From 50 to 64 years","129",""
"2007","Slovakia","Number","65 years or over","97",""
"2007","Finland","Number","Less than 15 years","14",""
"2007","Finland","Number","From 15 to 17 years","18",""
"2007","Finland","Number","From 18 to 24 years","75",""
"2007","Finland","Number","From 25 to 49 years","118",""
"2007","Finland","Number","From 50 to 64 years","76",""
"2007","Finland","Number","65 years or over","79",""
"2007","Sweden","Number","Less than 15 years","10",""
"2007","Sweden","Number","From 15 to 17 years","22",""
"2007","Sweden","Number","From 18 to 24 years","86",""
"2007","Sweden","Number","From 25 to 49 years","148",""
"2007","Sweden","Number","From 50 to 64 years","100",""
"2007","Sweden","Number","65 years or over","105",""
"2007","United Kingdom","Number","Less than 15 years","96",""
"2007","United Kingdom","Number","From 15 to 17 years","192",""
"2007","United Kingdom","Number","From 18 to 24 years","639",""
"2007","United Kingdom","Number","From 25 to 49 years","1,142",""
"2007","United Kingdom","Number","From 50 to 64 years","407",""
"2007","United Kingdom","Number","65 years or over","575",""
"2007","Iceland","Number","Less than 15 years","1",""
"2007","Iceland","Number","From 15 to 17 years","0",""
"2007","Iceland","Number","From 18 to 24 years","2",""
"2007","Iceland","Number","From 25 to 49 years","7",""
"2007","Iceland","Number","From 50 to 64 years","2",""
"2007","Iceland","Number","65 years or over","3",""
"2007","Liechtenstein","Number","Less than 15 years",":",""
"2007","Liechtenstein","Number","From 15 to 17 years",":",""
"2007","Liechtenstein","Number","From 18 to 24 years",":",""
"2007","Liechtenstein","Number","From 25 to 49 years",":",""
"2007","Liechtenstein","Number","From 50 to 64 years",":",""
"2007","Liechtenstein","Number","65 years or over",":",""
"2007","Norway","Number","Less than 15 years","10",""
"2007","Norway","Number","From 15 to 17 years","10",""
"2007","Norway","Number","From 18 to 24 years","33",""
"2007","Norway","Number","From 25 to 49 years","89",""
"2007","Norway","Number","From 50 to 64 years","40",""
"2007","Norway","Number","65 years or over","51",""
"2007","Switzerland","Number","Less than 15 years","14",""
"2007","Switzerland","Number","From 15 to 17 years","16",""
"2007","Switzerland","Number","From 18 to 24 years","61",""
"2007","Switzerland","Number","From 25 to 49 years","105",""
"2007","Switzerland","Number","From 50 to 64 years","71",""
"2007","Switzerland","Number","65 years or over","117",""
"2008","Belgium","Number","Less than 15 years","35",""
"2008","Belgium","Number","From 15 to 17 years","28",""
"2008","Belgium","Number","From 18 to 24 years","177",""
"2008","Belgium","Number","From 25 to 49 years","411",""
"2008","Belgium","Number","From 50 to 64 years","139",""
"2008","Belgium","Number","65 years or over","149",""
"2008","Bulgaria","Number","Less than 15 years","40",""
"2008","Bulgaria","Number","From 15 to 17 years","34",""
"2008","Bulgaria","Number","From 18 to 24 years","187",""
"2008","Bulgaria","Number","From 25 to 49 years","420",""
"2008","Bulgaria","Number","From 50 to 64 years","181",""
"2008","Bulgaria","Number","65 years or over","199",""
"2008","Czechia","Number","Less than 15 years","19",""
"2008","Czechia","Number","From 15 to 17 years","14",""
"2008","Czechia","Number","From 18 to 24 years","193",""
"2008","Czechia","Number","From 25 to 49 years","437",""
"2008","Czechia","Number","From 50 to 64 years","209",""
"2008","Czechia","Number","65 years or over","186",""
"2008","Denmark","Number","Less than 15 years","19",""
"2008","Denmark","Number","From 15 to 17 years","14",""
"2008","Denmark","Number","From 18 to 24 years","69",""
"2008","Denmark","Number","From 25 to 49 years","146",""
"2008","Denmark","Number","From 50 to 64 years","61",""
"2008","Denmark","Number","65 years or over","97",""
"2008","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","102",""
"2008","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","174",""
"2008","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","887",""
"2008","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,515",""
"2008","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","727",""
"2008","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,066",""
"2008","Estonia","Number","Less than 15 years","3",""
"2008","Estonia","Number","From 15 to 17 years","4",""
"2008","Estonia","Number","From 18 to 24 years","28",""
"2008","Estonia","Number","From 25 to 49 years","40",""
"2008","Estonia","Number","From 50 to 64 years","28",""
"2008","Estonia","Number","65 years or over","29",""
"2008","Ireland","Number","Less than 15 years","18",""
"2008","Ireland","Number","From 15 to 17 years","20",""
"2008","Ireland","Number","From 18 to 24 years","75",""
"2008","Ireland","Number","From 25 to 49 years","91",""
"2008","Ireland","Number","From 50 to 64 years","24",""
"2008","Ireland","Number","65 years or over","47",""
"2008","Greece","Number","Less than 15 years","35",""
"2008","Greece","Number","From 15 to 17 years","41",""
"2008","Greece","Number","From 18 to 24 years","246",""
"2008","Greece","Number","From 25 to 49 years","658",""
"2008","Greece","Number","From 50 to 64 years","221",""
"2008","Greece","Number","65 years or over","329",""
"2008","Spain","Number","Less than 15 years","80",""
"2008","Spain","Number","From 15 to 17 years","94",""
"2008","Spain","Number","From 18 to 24 years","462",""
"2008","Spain","Number","From 25 to 49 years","1,392",""
"2008","Spain","Number","From 50 to 64 years","458",""
"2008","Spain","Number","65 years or over","540",""
"2008","France","Number","Less than 15 years","114",""
"2008","France","Number","From 15 to 17 years","136",""
"2008","France","Number","From 18 to 24 years","956",""
"2008","France","Number","From 25 to 49 years","1,624",""
"2008","France","Number","From 50 to 64 years","622",""
"2008","France","Number","65 years or over","823",""
"2008","Croatia","Number","Less than 15 years","20",""
"2008","Croatia","Number","From 15 to 17 years","16",""
"2008","Croatia","Number","From 18 to 24 years","130",""
"2008","Croatia","Number","From 25 to 49 years","261",""
"2008","Croatia","Number","From 50 to 64 years","132",""
"2008","Croatia","Number","65 years or over","105",""
"2008","Italy","Number","Less than 15 years","85",""
"2008","Italy","Number","From 15 to 17 years","163",""
"2008","Italy","Number","From 18 to 24 years","634",""
"2008","Italy","Number","From 25 to 49 years","1,937",""
"2008","Italy","Number","From 50 to 64 years","660",""
"2008","Italy","Number","65 years or over","1,099",""
"2008","Cyprus","Number","Less than 15 years","1",""
"2008","Cyprus","Number","From 15 to 17 years","5",""
"2008","Cyprus","Number","From 18 to 24 years","17",""
"2008","Cyprus","Number","From 25 to 49 years","35",""
"2008","Cyprus","Number","From 50 to 64 years","10",""
"2008","Cyprus","Number","65 years or over","14",""
"2008","Latvia","Number","Less than 15 years","12",""
"2008","Latvia","Number","From 15 to 17 years","12",""
"2008","Latvia","Number","From 18 to 24 years","48",""
"2008","Latvia","Number","From 25 to 49 years","126",""
"2008","Latvia","Number","From 50 to 64 years","63",""
"2008","Latvia","Number","65 years or over","46",""
"2008","Lithuania","Number","Less than 15 years",":",""
"2008","Lithuania","Number","From 15 to 17 years",":",""
"2008","Lithuania","Number","From 18 to 24 years",":",""
"2008","Lithuania","Number","From 25 to 49 years",":",""
"2008","Lithuania","Number","From 50 to 64 years",":",""
"2008","Lithuania","Number","65 years or over",":",""
"2008","Luxembourg","Number","Less than 15 years","0",""
"2008","Luxembourg","Number","From 15 to 17 years","0",""
"2008","Luxembourg","Number","From 18 to 24 years","8",""
"2008","Luxembourg","Number","From 25 to 49 years","16",""
"2008","Luxembourg","Number","From 50 to 64 years","5",""
"2008","Luxembourg","Number","65 years or over","4",""
"2008","Hungary","Number","Less than 15 years","24",""
"2008","Hungary","Number","From 15 to 17 years","32",""
"2008","Hungary","Number","From 18 to 24 years","103",""
"2008","Hungary","Number","From 25 to 49 years","407",""
"2008","Hungary","Number","From 50 to 64 years","237",""
"2008","Hungary","Number","65 years or over","179",""
"2008","Malta","Number","Less than 15 years","0",""
"2008","Malta","Number","From 15 to 17 years","0",""
"2008","Malta","Number","From 18 to 24 years","2",""
"2008","Malta","Number","From 25 to 49 years","5",""
"2008","Malta","Number","From 50 to 64 years","0",""
"2008","Malta","Number","65 years or over","2",""
"2008","Netherlands","Number","Less than 15 years","23",""
"2008","Netherlands","Number","From 15 to 17 years","32",""
"2008","Netherlands","Number","From 18 to 24 years","107",""
"2008","Netherlands","Number","From 25 to 49 years","228",""
"2008","Netherlands","Number","From 50 to 64 years","113",""
"2008","Netherlands","Number","65 years or over","174",""
"2008","Austria","Number","Less than 15 years","12",""
"2008","Austria","Number","From 15 to 17 years","26",""
"2008","Austria","Number","From 18 to 24 years","134",""
"2008","Austria","Number","From 25 to 49 years","220",""
"2008","Austria","Number","From 50 to 64 years","115",""
"2008","Austria","Number","65 years or over","172",""
"2008","Poland","Number","Less than 15 years","146",""
"2008","Poland","Number","From 15 to 17 years","185",""
"2008","Poland","Number","From 18 to 24 years","948",""
"2008","Poland","Number","From 25 to 49 years","1,982",""
"2008","Poland","Number","From 50 to 64 years","1,163",""
"2008","Poland","Number","65 years or over","962",""
"2008","Portugal","Number","Less than 15 years","20",""
"2008","Portugal","Number","From 15 to 17 years","10",""
"2008","Portugal","Number","From 18 to 24 years","109",""
"2008","Portugal","Number","From 25 to 49 years","359",""
"2008","Portugal","Number","From 50 to 64 years","170",""
"2008","Portugal","Number","65 years or over","196",""
"2008","Romania","Number","Less than 15 years","137",""
"2008","Romania","Number","From 15 to 17 years","58",""
"2008","Romania","Number","From 18 to 24 years","439",""
"2008","Romania","Number","From 25 to 49 years","1,182",""
"2008","Romania","Number","From 50 to 64 years","678",""
"2008","Romania","Number","65 years or over","571",""
"2008","Slovenia","Number","Less than 15 years","4",""
"2008","Slovenia","Number","From 15 to 17 years","10",""
"2008","Slovenia","Number","From 18 to 24 years","38",""
"2008","Slovenia","Number","From 25 to 49 years","87",""
"2008","Slovenia","Number","From 50 to 64 years","41",""
"2008","Slovenia","Number","65 years or over","34",""
"2008","Slovakia","Number","Less than 15 years","23",""
"2008","Slovakia","Number","From 15 to 17 years","9",""
"2008","Slovakia","Number","From 18 to 24 years","92",""
"2008","Slovakia","Number","From 25 to 49 years","198",""
"2008","Slovakia","Number","From 50 to 64 years","111",""
"2008","Slovakia","Number","65 years or over","72",""
"2008","Finland","Number","Less than 15 years","8",""
"2008","Finland","Number","From 15 to 17 years","26",""
"2008","Finland","Number","From 18 to 24 years","50",""
"2008","Finland","Number","From 25 to 49 years","111",""
"2008","Finland","Number","From 50 to 64 years","56",""
"2008","Finland","Number","65 years or over","93",""
"2008","Sweden","Number","Less than 15 years","6",""
"2008","Sweden","Number","From 15 to 17 years","13",""
"2008","Sweden","Number","From 18 to 24 years","64",""
"2008","Sweden","Number","From 25 to 49 years","142",""
"2008","Sweden","Number","From 50 to 64 years","70",""
"2008","Sweden","Number","65 years or over","102",""
"2008","United Kingdom","Number","Less than 15 years","110",""
"2008","United Kingdom","Number","From 15 to 17 years","160",""
"2008","United Kingdom","Number","From 18 to 24 years","542",""
"2008","United Kingdom","Number","From 25 to 49 years","989",""
"2008","United Kingdom","Number","From 50 to 64 years","344",""
"2008","United Kingdom","Number","65 years or over","499",""
"2008","Iceland","Number","Less than 15 years","0",""
"2008","Iceland","Number","From 15 to 17 years","0",""
"2008","Iceland","Number","From 18 to 24 years","3",""
"2008","Iceland","Number","From 25 to 49 years","2",""
"2008","Iceland","Number","From 50 to 64 years","3",""
"2008","Iceland","Number","65 years or over","4",""
"2008","Liechtenstein","Number","Less than 15 years",":",""
"2008","Liechtenstein","Number","From 15 to 17 years",":",""
"2008","Liechtenstein","Number","From 18 to 24 years",":",""
"2008","Liechtenstein","Number","From 25 to 49 years",":",""
"2008","Liechtenstein","Number","From 50 to 64 years",":",""
"2008","Liechtenstein","Number","65 years or over",":",""
"2008","Norway","Number","Less than 15 years","8",""
"2008","Norway","Number","From 15 to 17 years","11",""
"2008","Norway","Number","From 18 to 24 years","59",""
"2008","Norway","Number","From 25 to 49 years","84",""
"2008","Norway","Number","From 50 to 64 years","44",""
"2008","Norway","Number","65 years or over","48",""
"2008","Switzerland","Number","Less than 15 years","10",""
"2008","Switzerland","Number","From 15 to 17 years","12",""
"2008","Switzerland","Number","From 18 to 24 years","44",""
"2008","Switzerland","Number","From 25 to 49 years","123",""
"2008","Switzerland","Number","From 50 to 64 years","65",""
"2008","Switzerland","Number","65 years or over","103",""
"2009","Belgium","Number","Less than 15 years","16",""
"2009","Belgium","Number","From 15 to 17 years","21",""
"2009","Belgium","Number","From 18 to 24 years","147",""
"2009","Belgium","Number","From 25 to 49 years","355",""
"2009","Belgium","Number","From 50 to 64 years","150",""
"2009","Belgium","Number","65 years or over","163",""
"2009","Bulgaria","Number","Less than 15 years","30",""
"2009","Bulgaria","Number","From 15 to 17 years","33",""
"2009","Bulgaria","Number","From 18 to 24 years","157",""
"2009","Bulgaria","Number","From 25 to 49 years","368",""
"2009","Bulgaria","Number","From 50 to 64 years","155",""
"2009","Bulgaria","Number","65 years or over","158",""
"2009","Czechia","Number","Less than 15 years","16",""
"2009","Czechia","Number","From 15 to 17 years","13",""
"2009","Czechia","Number","From 18 to 24 years","133",""
"2009","Czechia","Number","From 25 to 49 years","405",""
"2009","Czechia","Number","From 50 to 64 years","166",""
"2009","Czechia","Number","65 years or over","167",""
"2009","Denmark","Number","Less than 15 years","10",""
"2009","Denmark","Number","From 15 to 17 years","17",""
"2009","Denmark","Number","From 18 to 24 years","53",""
"2009","Denmark","Number","From 25 to 49 years","121",""
"2009","Denmark","Number","From 50 to 64 years","41",""
"2009","Denmark","Number","65 years or over","61",""
"2009","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","90",""
"2009","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","133",""
"2009","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","796",""
"2009","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,351",""
"2009","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","678",""
"2009","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,104",""
"2009","Estonia","Number","Less than 15 years","4",""
"2009","Estonia","Number","From 15 to 17 years","2",""
"2009","Estonia","Number","From 18 to 24 years","21",""
"2009","Estonia","Number","From 25 to 49 years","39",""
"2009","Estonia","Number","From 50 to 64 years","13",""
"2009","Estonia","Number","65 years or over","18",""
"2009","Ireland","Number","Less than 15 years","10",""
"2009","Ireland","Number","From 15 to 17 years","9",""
"2009","Ireland","Number","From 18 to 24 years","64",""
"2009","Ireland","Number","From 25 to 49 years","96",""
"2009","Ireland","Number","From 50 to 64 years","31",""
"2009","Ireland","Number","65 years or over","26",""
"2009","Greece","Number","Less than 15 years","43",""
"2009","Greece","Number","From 15 to 17 years","37",""
"2009","Greece","Number","From 18 to 24 years","242",""
"2009","Greece","Number","From 25 to 49 years","617",""
"2009","Greece","Number","From 50 to 64 years","211",""
"2009","Greece","Number","65 years or over","275",""
"2009","Spain","Number","Less than 15 years","59",""
"2009","Spain","Number","From 15 to 17 years","66",""
"2009","Spain","Number","From 18 to 24 years","351",""
"2009","Spain","Number","From 25 to 49 years","1,267",""
"2009","Spain","Number","From 50 to 64 years","410",""
"2009","Spain","Number","65 years or over","503",""
"2009","France","Number","Less than 15 years","122",""
"2009","France","Number","From 15 to 17 years","189",""
"2009","France","Number","From 18 to 24 years","901",""
"2009","France","Number","From 25 to 49 years","1,653",""
"2009","France","Number","From 50 to 64 years","612",""
"2009","France","Number","65 years or over","796",""
"2009","Croatia","Number","Less than 15 years","24",""
"2009","Croatia","Number","From 15 to 17 years","18",""
"2009","Croatia","Number","From 18 to 24 years","102",""
"2009","Croatia","Number","From 25 to 49 years","187",""
"2009","Croatia","Number","From 50 to 64 years","101",""
"2009","Croatia","Number","65 years or over","116",""
"2009","Italy","Number","Less than 15 years","71",""
"2009","Italy","Number","From 15 to 17 years","121",""
"2009","Italy","Number","From 18 to 24 years","579",""
"2009","Italy","Number","From 25 to 49 years","1,596",""
"2009","Italy","Number","From 50 to 64 years","669",""
"2009","Italy","Number","65 years or over","1,111",""
"2009","Cyprus","Number","Less than 15 years","4",""
"2009","Cyprus","Number","From 15 to 17 years","2",""
"2009","Cyprus","Number","From 18 to 24 years","19",""
"2009","Cyprus","Number","From 25 to 49 years","29",""
"2009","Cyprus","Number","From 50 to 64 years","3",""
"2009","Cyprus","Number","65 years or over","14",""
"2009","Latvia","Number","Less than 15 years","7",""
"2009","Latvia","Number","From 15 to 17 years","4",""
"2009","Latvia","Number","From 18 to 24 years","31",""
"2009","Latvia","Number","From 25 to 49 years","115",""
"2009","Latvia","Number","From 50 to 64 years","48",""
"2009","Latvia","Number","65 years or over","35",""
"2009","Lithuania","Number","Less than 15 years",":",""
"2009","Lithuania","Number","From 15 to 17 years",":",""
"2009","Lithuania","Number","From 18 to 24 years",":",""
"2009","Lithuania","Number","From 25 to 49 years",":",""
"2009","Lithuania","Number","From 50 to 64 years",":",""
"2009","Lithuania","Number","65 years or over",":",""
"2009","Luxembourg","Number","Less than 15 years","6",""
"2009","Luxembourg","Number","From 15 to 17 years","0",""
"2009","Luxembourg","Number","From 18 to 24 years","10",""
